fault_id,pump_id,sample_id,state,AC1,GYR,CTB,CTR,CV1,VRY,PRS,SMG,WTF
10000000001_,2,2,air,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_2_In air_ Aug  7 11_43_49 2023\AC1 Multi - TiltedRotor_WindingDataLV1_2_2_In air_ Aug  7 11_43_49 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_2_In air_ Aug  7 11_43_49 2023\GYR Multi - TiltedRotor_WindingDataLV1_2_2_In air_ Aug  7 11_43_49 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_2_In air_ Aug  7 11_43_49 2023\CTB Multi - TiltedRotor_WindingDataLV1_2_2_In air_ Aug  7 11_43_49 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_2_In air_ Aug  7 11_43_49 2023\CTR Multi - TiltedRotor_WindingDataLV1_2_2_In air_ Aug  7 11_43_49 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_2_In air_ Aug  7 11_43_49 2023\CV1 Multi - TiltedRotor_WindingDataLV1_2_2_In air_ Aug  7 11_43_49 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_2_In air_ Aug  7 11_43_49 2023\VRY Multi - TiltedRotor_WindingDataLV1_2_2_In air_ Aug  7 11_43_49 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_2_In air_ Aug  7 11_43_49 2023\SMG Multi - TiltedRotor_WindingDataLV1_2_2_In air_ Aug  7 11_43_49 2023.csv,
10000000001_,2,2,water,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023\AC1 Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023\GYR Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023\CTB Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023\CTR Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023\CV1 Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023\VRY Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023\PRS Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023\SMG Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023\WTF Multi - TiltedRotor_WindingDataLV1_2_2_In water_ Aug  7 11_41_01 2023.csv
10000000001_,2,3,air,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_3_In air_ Aug  7 11_48_12 2023\AC1 Multi - TiltedRotor_WindingDataLV1_2_3_In air_ Aug  7 11_48_12 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_3_In air_ Aug  7 11_48_12 2023\GYR Multi - TiltedRotor_WindingDataLV1_2_3_In air_ Aug  7 11_48_12 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_3_In air_ Aug  7 11_48_12 2023\CTB Multi - TiltedRotor_WindingDataLV1_2_3_In air_ Aug  7 11_48_12 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_3_In air_ Aug  7 11_48_12 2023\CTR Multi - TiltedRotor_WindingDataLV1_2_3_In air_ Aug  7 11_48_12 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_3_In air_ Aug  7 11_48_12 2023\CV1 Multi - TiltedRotor_WindingDataLV1_2_3_In air_ Aug  7 11_48_12 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_3_In air_ Aug  7 11_48_12 2023\VRY Multi - TiltedRotor_WindingDataLV1_2_3_In air_ Aug  7 11_48_12 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_3_In air_ Aug  7 11_48_12 2023\SMG Multi - TiltedRotor_WindingDataLV1_2_3_In air_ Aug  7 11_48_12 2023.csv,
10000000001_,2,3,water,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023\AC1 Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023\GYR Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023\CTB Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023\CTR Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023\CV1 Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023\VRY Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023\PRS Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023\SMG Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023\WTF Multi - TiltedRotor_WindingDataLV1_2_3_In water_ Aug  7 11_45_11 2023.csv
10000000001_,2,4,air,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_4_In air_ Aug  7 11_52_22 2023\AC1 Multi - TiltedRotor_WindingDataLV1_2_4_In air_ Aug  7 11_52_22 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_4_In air_ Aug  7 11_52_22 2023\GYR Multi - TiltedRotor_WindingDataLV1_2_4_In air_ Aug  7 11_52_22 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_4_In air_ Aug  7 11_52_22 2023\CTB Multi - TiltedRotor_WindingDataLV1_2_4_In air_ Aug  7 11_52_22 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_4_In air_ Aug  7 11_52_22 2023\CTR Multi - TiltedRotor_WindingDataLV1_2_4_In air_ Aug  7 11_52_22 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_4_In air_ Aug  7 11_52_22 2023\CV1 Multi - TiltedRotor_WindingDataLV1_2_4_In air_ Aug  7 11_52_22 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_4_In air_ Aug  7 11_52_22 2023\VRY Multi - TiltedRotor_WindingDataLV1_2_4_In air_ Aug  7 11_52_22 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_4_In air_ Aug  7 11_52_22 2023\SMG Multi - TiltedRotor_WindingDataLV1_2_4_In air_ Aug  7 11_52_22 2023.csv,
10000000001_,2,4,water,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023\AC1 Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023\GYR Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023\CTB Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023\CTR Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023\CV1 Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023\VRY Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023\PRS Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023\SMG Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023\WTF Multi - TiltedRotor_WindingDataLV1_2_4_In water_ Aug  7 11_49_30 2023.csv
10000000001_,2,5,air,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_5_In air_ Aug  7 11_56_31 2023\AC1 Multi - TiltedRotor_WindingDataLV1_2_5_In air_ Aug  7 11_56_31 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_5_In air_ Aug  7 11_56_31 2023\GYR Multi - TiltedRotor_WindingDataLV1_2_5_In air_ Aug  7 11_56_31 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_5_In air_ Aug  7 11_56_31 2023\CTB Multi - TiltedRotor_WindingDataLV1_2_5_In air_ Aug  7 11_56_31 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_5_In air_ Aug  7 11_56_31 2023\CTR Multi - TiltedRotor_WindingDataLV1_2_5_In air_ Aug  7 11_56_31 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_5_In air_ Aug  7 11_56_31 2023\CV1 Multi - TiltedRotor_WindingDataLV1_2_5_In air_ Aug  7 11_56_31 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_5_In air_ Aug  7 11_56_31 2023\VRY Multi - TiltedRotor_WindingDataLV1_2_5_In air_ Aug  7 11_56_31 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_5_In air_ Aug  7 11_56_31 2023\SMG Multi - TiltedRotor_WindingDataLV1_2_5_In air_ Aug  7 11_56_31 2023.csv,
10000000001_,2,5,water,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023\AC1 Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023\GYR Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023\CTB Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023\CTR Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023\CV1 Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023\VRY Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023\PRS Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023\SMG Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023\WTF Multi - TiltedRotor_WindingDataLV1_2_5_In water_ Aug  7 11_53_37 2023.csv
10000000001_,3,1,air,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_1_In air_ Aug  7 13_24_34 2023\AC1 Multi - TiltedRotor_WindingDataLV1_3_1_In air_ Aug  7 13_24_34 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_1_In air_ Aug  7 13_24_34 2023\GYR Multi - TiltedRotor_WindingDataLV1_3_1_In air_ Aug  7 13_24_34 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_1_In air_ Aug  7 13_24_34 2023\CTB Multi - TiltedRotor_WindingDataLV1_3_1_In air_ Aug  7 13_24_34 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_1_In air_ Aug  7 13_24_34 2023\CTR Multi - TiltedRotor_WindingDataLV1_3_1_In air_ Aug  7 13_24_34 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_1_In air_ Aug  7 13_24_34 2023\CV1 Multi - TiltedRotor_WindingDataLV1_3_1_In air_ Aug  7 13_24_34 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_1_In air_ Aug  7 13_24_34 2023\VRY Multi - TiltedRotor_WindingDataLV1_3_1_In air_ Aug  7 13_24_34 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_1_In air_ Aug  7 13_24_34 2023\SMG Multi - TiltedRotor_WindingDataLV1_3_1_In air_ Aug  7 13_24_34 2023.csv,
10000000001_,3,1,water,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023\AC1 Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023\GYR Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023\CTB Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023\CTR Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023\CV1 Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023\VRY Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023\PRS Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023\SMG Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023\WTF Multi - TiltedRotor_WindingDataLV1_3_1_In water_ Aug  7 13_21_45 2023.csv
10000000001_,3,2,air,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_2_In air_ Aug  9 16_04_50 2023\AC1 Multi - TiltedRotor_WindingDataLV1_3_2_In air_ Aug  9 16_04_50 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_2_In air_ Aug  9 16_04_50 2023\GYR Multi - TiltedRotor_WindingDataLV1_3_2_In air_ Aug  9 16_04_50 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_2_In air_ Aug  9 16_04_50 2023\CTB Multi - TiltedRotor_WindingDataLV1_3_2_In air_ Aug  9 16_04_50 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_2_In air_ Aug  9 16_04_50 2023\CTR Multi - TiltedRotor_WindingDataLV1_3_2_In air_ Aug  9 16_04_50 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_2_In air_ Aug  9 16_04_50 2023\CV1 Multi - TiltedRotor_WindingDataLV1_3_2_In air_ Aug  9 16_04_50 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_2_In air_ Aug  9 16_04_50 2023\VRY Multi - TiltedRotor_WindingDataLV1_3_2_In air_ Aug  9 16_04_50 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_2_In air_ Aug  9 16_04_50 2023\SMG Multi - TiltedRotor_WindingDataLV1_3_2_In air_ Aug  9 16_04_50 2023.csv,
10000000001_,3,2,water,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023\AC1 Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023\GYR Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023\CTB Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023\CTR Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023\CV1 Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023\VRY Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023\PRS Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023\SMG Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023\WTF Multi - TiltedRotor_WindingDataLV1_3_2_In water_ Aug  9 16_07_04 2023.csv
10000000001_,3,3,air,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_3_In air_ Aug  7 13_47_32 2023\AC1 Multi - TiltedRotor_WindingDataLV1_3_3_In air_ Aug  7 13_47_32 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_3_In air_ Aug  7 13_47_32 2023\GYR Multi - TiltedRotor_WindingDataLV1_3_3_In air_ Aug  7 13_47_32 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_3_In air_ Aug  7 13_47_32 2023\CTB Multi - TiltedRotor_WindingDataLV1_3_3_In air_ Aug  7 13_47_32 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_3_In air_ Aug  7 13_47_32 2023\CTR Multi - TiltedRotor_WindingDataLV1_3_3_In air_ Aug  7 13_47_32 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_3_In air_ Aug  7 13_47_32 2023\CV1 Multi - TiltedRotor_WindingDataLV1_3_3_In air_ Aug  7 13_47_32 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_3_In air_ Aug  7 13_47_32 2023\VRY Multi - TiltedRotor_WindingDataLV1_3_3_In air_ Aug  7 13_47_32 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230807\Multi - TiltedRotor_WindingDataLV1_3_3_In air_ Aug  7 13_47_32 2023\SMG Multi - TiltedRotor_WindingDataLV1_3_3_In air_ Aug  7 13_47_32 2023.csv,
10000000001_,3,3,water,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023\AC1 Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023\GYR Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023\CTB Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023\CTR Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023\CV1 Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023\VRY Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023\PRS Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023\SMG Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230809\Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023\WTF Multi - TiltedRotor_WindingDataLV1_3_3_In water_ Aug  9 16_11_37 2023.csv
