0,1,2,3,4,key
179093,851177,1726109,2407969,3387990,30000000000_5_5_CTB
99924,474910,963074,1343514,1890312,30000000000_5_5_VRY
94781,753748,1561957,2188779,3017653,30000000000_6_1_SMG
2064,16414,34015,47664,65714,30000000000_6_1_PRS
40360,320956,665103,932012,1284958,30000000000_6_1_AC1
2065,16416,34018,47670,65722,30000000000_6_1_WTF
55739,443262,918551,1287170,1774611,30000000000_6_1_CV1
43931,349358,723959,1014488,1398666,30000000000_6_1_GYR
100074,795839,1649182,2311007,3186168,30000000000_6_1_CTR
100886,802298,1662566,2329763,3212026,30000000000_6_1_CTB
56289,447638,927621,1299880,1792134,30000000000_6_1_VRY
180495,777400,1521236,2187015,2951512,30000000000_6_2_SMG
3931,16931,33131,47631,64281,30000000000_6_2_PRS
76866,331066,647837,931367,1256937,30000000000_6_2_AC1
3931,16930,33128,47626,64275,30000000000_6_2_WTF
106157,457222,894703,1286275,1735909,30000000000_6_2_CV1
83668,360362,705165,1013785,1368165,30000000000_6_2_GYR
190640,821093,1606735,2309933,3117398,30000000000_6_2_CTR
192144,827572,1619414,2328160,3141997,30000000000_6_2_CTB
107206,461740,903545,1298987,1753063,30000000000_6_2_VRY
162110,905859,1775861,2420902,3336814,30000000000_6_3_SMG
3531,19731,38681,52731,72681,30000000000_6_3_PRS
69029,385728,756188,1030856,1420865,30000000000_6_3_AC1
3531,19731,38681,52731,72681,30000000000_6_3_WTF
95355,532833,1044575,1423993,1962740,30000000000_6_3_CV1
75163,420002,823378,1122451,1547114,30000000000_6_3_GYR
171202,956665,1875462,2556681,3523964,30000000000_6_3_CTR
172534,964106,1890050,2576568,3551375,30000000000_6_3_CTB
96275,537979,1054663,1437745,1981695,30000000000_6_3_VRY
73320,674750,1443753,2169142,3087355,30000000000_6_4_SMG
1597,14698,31448,47247,67247,30000000000_6_4_PRS
31207,287189,614494,923236,1314048,30000000000_6_4_AC1
1597,14698,31448,47247,67247,30000000000_6_4_WTF
43118,396807,849043,1275630,1815614,30000000000_6_4_CV1
33942,312364,668362,1004168,1429240,30000000000_6_4_GYR
77423,712509,1524546,2290528,3260124,30000000000_6_4_CTR
78060,718371,1537090,2309374,3286949,30000000000_6_4_CTB
43553,400812,857613,1288505,1833939,30000000000_6_4_VRY
95573,722464,1445800,2123210,3044029,30000000000_6_5_SMG
2081,15731,31481,46231,66281,30000000000_6_5_PRS
40683,307534,615438,903793,1295760,30000000000_6_5_AC1
2081,15731,31481,46231,66281,30000000000_6_5_WTF
56198,424817,850147,1248472,1789923,30000000000_6_5_CV1
44259,334563,669530,983229,1409647,30000000000_6_5_GYR
100899,762724,1526368,2241528,3213659,30000000000_6_5_CTR
101695,768748,1538424,2259231,3239041,30000000000_6_5_CTB
56759,429060,858638,1260941,1807800,30000000000_6_5_VRY
92495,664271,1456491,2124711,2877893,40000000000_2_1_SMG
2014,14464,31714,46264,62664,40000000000_2_1_PRS
39390,282887,620261,904830,1225580,40000000000_2_1_AC1
2014,14464,31714,46264,62664,40000000000_2_1_WTF
53966,390067,855749,1248542,1691277,40000000000_2_1_CV1
42871,307887,675077,984794,1333891,40000000000_2_1_GYR
97660,701368,1537830,2243367,3038612,40000000000_2_1_CTR
98432,706905,1549972,2261080,3062604,40000000000_2_1_CTB
54535,394178,864767,1261699,1709099,40000000000_2_1_VRY
72586,625815,1438442,2099562,2884642,40000000000_2_2_SMG
1581,13631,31331,45731,62831,40000000000_2_2_PRS
30615,266185,612209,893719,1228013,40000000000_2_2_AC1
1581,13631,31331,45731,62831,40000000000_2_2_WTF
42282,367621,845504,1234290,1695974,40000000000_2_2_CV1
33647,290094,666783,973242,1337162,40000000000_2_2_GYR
76630,660684,1518588,2216544,3045366,40000000000_2_2_CTR
77236,665906,1530592,2234066,3069440,40000000000_2_2_CTB
42714,371375,854138,1246895,1713294,40000000000_2_2_VRY
102416,650989,1479587,2124562,2778718,40000000000_2_3_SMG
2231,14181,32232,46281,60531,40000000000_2_3_PRS
43625,277291,630234,904963,1183603,40000000000_2_3_AC1
2231,14181,32232,46281,60531,40000000000_2_3_WTF
60242,382917,870304,1249683,1634462,40000000000_2_3_CV1
47443,301562,685398,984174,1287202,40000000000_2_3_GYR
108147,687415,1562377,2243441,2934200,40000000000_2_3_CTR
109037,693074,1575239,2261911,2958357,40000000000_2_3_CTB
60844,386741,878995,1262163,1650785,40000000000_2_3_VRY
83412,643769,1378663,2046958,2756590,40000000000_2_4_SMG
1831,14032,30031,44581,60031,40000000000_2_4_PRS
35499,273974,586728,871139,1173142,40000000000_2_4_AC1
1831,14032,30031,44581,60031,40000000000_2_4_WTF
49027,378381,810321,1203116,1620208,40000000000_2_4_CV1
38972,298638,639185,948869,1277709,40000000000_2_4_GYR
88738,679999,1455423,2160574,2909342,40000000000_2_4_CTR
88747,684940,1466833,2177867,2932882,40000000000_2_4_CTB
49527,382242,818589,1215393,1636741,40000000000_2_4_VRY
84093,667356,1390695,2031366,2695000,40000000000_2_5_SMG
1847,14547,30297,44247,58697,40000000000_2_5_PRS
35812,284200,592240,865076,1147690,40000000000_2_5_AC1
1847,14547,30297,44247,58697,40000000000_2_5_WTF
49432,392288,817483,1194084,1584183,40000000000_2_5_CV1
39317,309656,644920,941867,1249458,40000000000_2_5_GYR
89573,705478,1469297,2145822,2846595,40000000000_2_5_CTR
89481,710114,1479798,2161517,2867671,40000000000_2_5_CTB
49936,396290,825824,1206267,1600347,40000000000_2_5_VRY
87922,710355,1410879,2053982,2651150,40000000000_3_1_SMG
1914,15464,30714,44714,57714,40000000000_3_1_PRS
37430,302413,600640,874422,1128648,40000000000_3_1_AC1
1914,15464,30714,44714,57714,40000000000_3_1_WTF
51677,417517,829255,1207245,1558235,40000000000_3_1_CV1
40729,329066,653578,951491,1228124,40000000000_3_1_GYR
92833,750029,1489678,2168701,2799221,40000000000_3_1_CTR
93525,755621,1500785,2184870,2820091,40000000000_3_1_CTB
52193,421686,837536,1219300,1573795,40000000000_3_1_VRY
41986,602405,1491266,2157338,2763693,40000000000_3_2_SMG
914,13114,32464,46964,60164,40000000000_3_2_PRS
17875,256456,634862,918422,1176560,40000000000_3_2_AC1
914,13114,32464,46964,60164,40000000000_3_2_WTF
24686,354184,876790,1268407,1624914,40000000000_3_2_CV1
19454,279121,690969,999589,1280539,40000000000_3_2_GYR
44326,635982,1574388,2277586,2917739,40000000000_3_2_CTR
44652,640654,1585953,2294317,2939172,40000000000_3_2_CTB
24927,357644,885356,1280798,1640788,40000000000_3_2_VRY
61036,636968,1304683,2022878,2736484,40000000000_3_3_SMG
1330,13880,28430,44080,59630,40000000000_3_3_PRS
26010,271436,555974,862023,1166117,40000000000_3_3_AC1
1330,13880,28430,44080,59630,40000000000_3_3_WTF
35952,375199,768508,1191552,1611893,40000000000_3_3_CV1
28308,295424,605109,938205,1269174,40000000000_3_3_GYR
64543,673577,1379667,2139138,2893757,40000000000_3_3_CTR
64974,678071,1388872,2153410,2913064,40000000000_3_3_CTB
36268,378492,775254,1202011,1626042,40000000000_3_3_VRY
60408,703512,1404036,2113747,2853316,40000000000_3_4_SMG
1331,15331,30581,46031,62131,40000000000_3_4_PRS
25711,299433,597595,899667,1214447,40000000000_3_4_AC1
1331,15331,30581,46031,62131,40000000000_3_4_WTF
35540,413901,826043,1243591,1678705,40000000000_3_4_CV1
28326,326271,650817,979620,1322256,40000000000_3_4_GYR
64570,743742,1483555,2233070,3014118,40000000000_3_4_CTR
65037,749117,1494276,2249207,3035899,40000000000_3_4_CTB
35868,417715,833655,1255051,1694175,40000000000_3_4_VRY
113185,774655,1420048,2042472,2747581,40000000000_3_5_SMG
2464,16864,30914,44464,59814,40000000000_3_5_PRS
48304,330595,606026,871654,1172569,40000000000_3_5_AC1
2464,16864,30914,44464,59814,40000000000_3_5_WTF
66497,455114,834285,1199962,1614217,40000000000_3_5_CV1
52468,359093,658266,946793,1273647,40000000000_3_5_GYR
119495,817838,1499207,2156329,2900743,40000000000_3_5_CTR
120398,824020,1510539,2172628,2922669,40000000000_3_5_CTB
67190,459858,842981,1212470,1631042,40000000000_3_5_VRY
57257,688599,1457689,2134946,2883373,40000000000_4_1_SMG
1247,14997,31747,46497,62797,40000000000_4_1_PRS
24373,293118,620497,908786,1227371,40000000000_4_1_AC1
1247,14997,31747,46497,62797,40000000000_4_1_WTF
33661,404820,856959,1255111,1695102,40000000000_4_1_CV1
26530,319058,675411,989214,1335993,40000000000_4_1_GYR
60442,726898,1538762,2253687,3043739,40000000000_4_1_CTR
60926,732718,1551084,2271734,3068114,40000000000_4_1_CTB
34009,408997,865800,1268061,1712592,40000000000_4_1_VRY
76396,801787,1467493,2098767,2769065,40000000000_4_2_SMG
1665,17464,31964,45714,60314,40000000000_4_2_PRS
32585,341978,625915,895165,1181061,40000000000_4_2_AC1
1665,17466,31968,45719,60321,40000000000_4_2_WTF
44898,471207,862441,1233438,1627369,40000000000_4_2_CV1
35433,371870,680625,973411,1284296,40000000000_4_2_GYR
80743,847406,1550990,2218181,2926617,40000000000_4_2_CTR
81291,853157,1561516,2233235,2946479,40000000000_4_2_CTB
45391,476378,871904,1246971,1645225,40000000000_4_2_VRY
78837,722061,1383663,2019995,2690785,40000000000_4_3_SMG
1731,15731,30131,43982,58581,40000000000_4_3_PRS
33928,308325,590562,862020,1148177,40000000000_4_3_AC1
1717,15718,30119,43971,58572,40000000000_4_3_WTF
46297,424030,812554,1186239,1580160,40000000000_4_3_CV1
36498,334284,640577,935172,1245719,40000000000_4_3_GYR
83251,762484,1461124,2133081,2841424,40000000000_4_3_CTR
83881,768260,1472192,2149238,2862947,40000000000_4_3_CTB
46825,428867,821824,1199772,1598187,40000000000_4_3_VRY
81778,701643,1323803,1945964,2650773,40000000000_4_4_SMG
1797,15298,28847,42397,57747,40000000000_4_4_PRS
35178,299446,564694,829941,1130424,40000000000_4_4_AC1
1797,15298,28847,42397,57747,40000000000_4_4_WTF
47667,412038,777758,1143479,1557782,40000000000_4_4_CV1
38256,325655,614119,902582,1229366,40000000000_4_4_GYR
87168,742014,1399285,2056557,2801141,40000000000_4_4_CTR
87009,746520,1408473,2070426,2820315,40000000000_4_4_CTB
48185,416517,786212,1155907,1574714,40000000000_4_4_VRY
39719,673361,1309299,1942941,2571992,40000000000_4_5_SMG
881,14681,28531,42331,56031,40000000000_4_5_PRS
17271,287803,559314,829846,1098417,40000000000_4_5_AC1
881,14681,28531,42331,56031,40000000000_4_5_WTF
23346,395774,769551,1141979,1511708,40000000000_4_5_CV1
18752,312473,607258,900979,1192571,40000000000_4_5_GYR
42721,711895,1383494,2052668,2716993,40000000000_4_5_CTR
42264,716499,1393178,2067413,2736763,40000000000_4_5_CTB
23597,400030,777828,1154262,1527968,40000000000_4_5_VRY
41807,737055,1370555,2045220,2692442,40000000000_5_1_SMG
914,16114,29964,44714,58864,40000000000_5_1_PRS
17694,311943,580058,865595,1139518,40000000000_5_1_AC1
914,16114,29964,44714,58864,40000000000_5_1_WTF
24670,434924,808742,1206850,1588765,40000000000_5_1_CV1
19056,335950,624698,932211,1227214,40000000000_5_1_GYR
44311,781205,1452651,2167729,2853718,40000000000_5_1_CTR
44671,787552,1464454,2185342,2876905,40000000000_5_1_CTB
24932,439556,817354,1219702,1605684,40000000000_5_1_VRY
103776,701950,1517851,2125193,2780664,40000000000_5_2_SMG
2264,15314,33114,46364,60664,40000000000_5_2_PRS
44408,300379,649519,909412,1189901,40000000000_5_2_AC1
2264,15314,33114,46364,60664,40000000000_5_2_WTF
61107,413332,893761,1251385,1637348,40000000000_5_2_CV1
48209,326089,705113,987252,1291749,40000000000_5_2_GYR
109808,742754,1606082,2248728,2942301,40000000000_5_2_CTR
110614,748208,1617876,2265242,2963908,40000000000_5_2_CTB
61757,417731,903273,1264702,1654772,40000000000_5_2_VRY
99395,668936,1321153,1966480,2673814,40000000000_5_3_SMG
2164,14565,28765,42814,58214,40000000000_5_3_PRS
42324,284844,562569,837360,1138555,40000000000_5_3_AC1
2164,14565,28765,42814,58214,40000000000_5_3_WTF
58433,393260,776691,1156072,1571905,40000000000_5_3_CV1
46059,309982,612217,911259,1239035,40000000000_5_3_GYR
104958,706378,1395100,2076547,2823472,40000000000_5_3_CTR
105751,711717,1405645,2092243,2844813,40000000000_5_3_CTB
59043,397361,784790,1168127,1588297,40000000000_5_3_VRY
35861,745261,1445479,2028611,2685208,40000000000_5_4_SMG
781,16232,31481,44181,58481,40000000000_5_4_PRS
15277,317482,615774,864189,1143899,40000000000_5_4_AC1
782,16233,31485,44186,58488,40000000000_5_4_WTF
20651,437700,849350,1192166,1578172,40000000000_5_4_CV1
16623,345463,670047,940355,1244718,40000000000_5_4_GYR
37868,786967,1526368,2142133,2835473,40000000000_5_4_CTR
38162,793094,1538252,2158811,2857550,40000000000_5_4_CTB
21304,442744,858728,1205155,1595225,40000000000_5_4_VRY
24398,578046,1281018,1905882,2597367,40000000000_5_5_SMG
531,12581,27881,41481,56531,40000000000_5_5_PRS
10382,245979,545118,811019,1105270,40000000000_5_5_AC1
531,12581,27881,41481,56531,40000000000_5_5_WTF
14325,339383,752113,1118984,1524969,40000000000_5_5_CV1
11299,267687,593226,882594,1202814,40000000000_5_5_GYR
25741,609860,1351523,2010779,2740323,40000000000_5_5_CTR
25944,614680,1362204,2026669,2761978,40000000000_5_5_CTB
14483,343145,760449,1131386,1541871,40000000000_5_5_VRY
90979,688013,1356231,2040523,2704149,40000000000_6_1_SMG
1981,14981,29531,44431,58881,40000000000_6_1_PRS
38736,292934,577439,868788,1151338,40000000000_6_1_AC1
1981,14981,29531,44431,58881,40000000000_6_1_WTF
53480,404430,797224,1199467,1589562,40000000000_6_1_CV1
42169,318894,628613,945783,1253373,40000000000_6_1_GYR
96103,726763,1432617,2155450,2856452,40000000000_6_1_CTR
96787,731937,1442815,2170794,2876787,40000000000_6_1_CTB
54038,408649,805541,1211981,1606145,40000000000_6_1_VRY
64187,702835,1387428,2304049,2795670,40000000000_6_2_SMG
1397,15298,30197,50147,60847,40000000000_6_2_PRS
27272,298617,589483,978932,1187809,40000000000_6_2_AC1
1397,15298,30197,50147,60847,40000000000_6_2_WTF
37702,412827,814940,1353339,1642104,40000000000_6_2_CV1
29748,325727,643000,1067805,1295645,40000000000_6_2_GYR
67803,742426,1465584,2433838,2953153,40000000000_6_2_CTR
68277,747622,1475841,2450873,2973822,40000000000_6_2_CTB
38133,417543,824248,1368797,1660861,40000000000_6_2_VRY
49609,692083,1430929,2344161,2869614,40000000000_6_3_SMG
1081,15082,31181,51081,62531,40000000000_6_3_PRS
21178,295447,610856,1000709,1225022,40000000000_6_3_AC1
1081,15082,31181,51081,62531,40000000000_6_3_WTF
28782,406769,841454,1378735,1687874,40000000000_6_3_CV1
23009,320987,663661,1087216,1330919,40000000000_6_3_GYR
52413,731208,1511823,2476682,3031839,40000000000_6_3_CTR
52816,736824,1523434,2495704,3055125,40000000000_6_3_CTB
29076,410923,850047,1392815,1705112,40000000000_6_3_VRY
22867,812620,1457738,2091378,2828328,40000000000_6_4_SMG
498,17698,31748,45548,61598,40000000000_6_4_PRS
9731,345794,620310,889942,1203536,40000000000_6_4_AC1
498,17698,31748,45548,61598,40000000000_6_4_WTF
13439,477571,856702,1229087,1662187,40000000000_6_4_CV1
10596,376562,675505,969128,1310625,40000000000_6_4_GYR
24160,858571,1540169,2209638,2988261,40000000000_6_4_CTR
24334,864775,1551299,2225606,3009855,40000000000_6_4_CTB
13582,482655,865823,1242173,1679884,40000000000_6_4_VRY
28950,614827,1310986,1988765,2682627,40000000000_6_5_SMG
630,13380,28530,43281,58380,40000000000_6_5_PRS
12330,261863,558366,847040,1142565,40000000000_6_5_AC1
631,13382,28534,43285,58387,40000000000_6_5_WTF
16577,360783,769780,1167978,1575625,40000000000_6_5_CV1
13408,284752,607173,921081,1242438,40000000000_6_5_GYR
30550,648809,1383446,2098687,2830899,40000000000_6_5_CTR
30794,654006,1394528,2115498,2853576,40000000000_6_5_CTB
17186,364979,778239,1180588,1592484,40000000000_6_5_VRY
90278,632677,1214146,1728966,2287452,01000000000_1_1_SMG
1964,13764,26414,37614,49764,01000000000_1_1_PRS
38400,269108,516436,735413,972965,01000000000_1_1_AC1
1965,13766,26418,37619,49770,01000000000_1_1_WTF
52929,370935,711847,1013682,1341120,01000000000_1_1_CV1
41789,292858,562013,800316,1058832,01000000000_1_1_GYR
95173,666983,1279983,1822718,2411488,01000000000_1_1_CTR
96009,672844,1291231,1838735,2432680,01000000000_1_1_CTB
53568,375411,720437,1025914,1357303,01000000000_1_1_VRY
68819,602080,1188208,1693886,2369657,01000000000_1_2_SMG
1497,13097,25847,36847,51547,01000000000_1_2_PRS
29298,256322,505852,721134,1008827,01000000000_1_2_AC1
1497,13097,25847,36847,51547,01000000000_1_2_WTF
40458,353954,698530,995811,1393087,01000000000_1_2_CV1
31873,278852,550315,784518,1097499,01000000000_1_2_GYR
72591,635081,1253336,1786732,2499543,01000000000_1_2_CTR
73180,640238,1263513,1801241,2519840,01000000000_1_2_CTB
40835,357256,705046,1005100,1406082,01000000000_1_2_VRY
39693,568012,1151460,1757878,2359703,01000000000_1_3_SMG
864,12364,25064,38264,51365,01000000000_1_3_PRS
16925,242191,490964,749531,1006139,01000000000_1_3_AC1
864,12364,25064,38264,51365,01000000000_1_3_WTF
23323,333745,676559,1032870,1386481,01000000000_1_3_CV1
18398,263273,533700,814774,1093719,01000000000_1_3_GYR
41920,599875,1216051,1856486,2492070,01000000000_1_3_CTR
42232,604339,1225100,1870301,2510614,01000000000_1_3_CTB
23568,337261,683688,1043753,1401090,01000000000_1_3_VRY
83328,698866,1374120,1913864,2506434,01000000000_1_4_SMG
1814,15215,29914,41664,54564,01000000000_1_4_PRS
35558,298218,586360,816677,1069536,01000000000_1_4_AC1
1815,15216,29918,41669,54570,01000000000_1_4_WTF
48982,410810,807740,1125014,1473341,01000000000_1_4_CV1
38623,323925,636906,887078,1161735,01000000000_1_4_GYR
87943,737573,1450227,2019865,2645255,01000000000_1_4_CTR
88667,743644,1462163,2036490,2667027,01000000000_1_4_CTB
49493,415096,816168,1136752,1488713,01000000000_1_4_VRY
36615,537370,1162164,1741018,2329060,01000000000_1_5_SMG
797,11697,25297,37897,50698,01000000000_1_5_PRS
15578,228619,494432,740699,990876,01000000000_1_5_AC1
797,11697,25297,37897,50698,01000000000_1_5_WTF
21502,315569,682478,1022409,1367735,01000000000_1_5_CV1
16960,248906,538307,806429,1078806,01000000000_1_5_GYR
38643,567134,1226535,1837451,2458063,01000000000_1_5_CTR
38961,571800,1236627,1852569,2478289,01000000000_1_5_CTB
21748,319173,690271,1034083,1383353,01000000000_1_5_VRY
25918,661229,1463969,2055703,2768995,01000000000_2_1_SMG
565,14415,31915,44815,60365,01000000000_2_1_PRS
11046,281804,623918,876104,1180096,01000000000_2_1_AC1
565,14415,31915,44815,60365,01000000000_2_1_WTF
15234,388645,860464,1208263,1627508,01000000000_2_1_CV1
12015,306540,678683,953005,1283680,01000000000_2_1_GYR
27380,698529,1546552,2171667,2925196,01000000000_2_1_CTR
27617,704588,1559965,2190501,2950566,01000000000_2_1_CTB
15424,393511,871239,1223392,1647887,01000000000_2_1_VRY
41967,735293,1655902,2349228,3265245,01000000000_2_2_SMG
915,16014,36064,51164,71114,01000000000_2_2_PRS
17855,312822,704483,999450,1389157,01000000000_2_2_AC1
914,16013,36061,51159,71107,01000000000_2_2_WTF
24651,431896,972641,1379885,1917934,01000000000_2_2_CV1
19439,340581,766999,1088141,1512431,01000000000_2_2_GYR
44262,775496,1746438,2477672,3443772,01000000000_2_2_CTR
44651,782317,1761801,2499468,3474066,01000000000_2_2_CTB
24938,436922,983960,1395944,1940254,01000000000_2_2_VRY
91645,773127,1628995,2549111,3143400,01000000000_2_3_SMG
1997,16847,35497,55547,68497,01000000000_2_3_PRS
39054,329458,694175,1086271,1339519,01000000000_2_3_AC1
1997,16847,35497,55547,68497,01000000000_2_3_WTF
53912,454806,958286,1499561,1849162,01000000000_2_3_CV1
42481,358377,755107,1181618,1457096,01000000000_2_3_GYR
96740,816108,1719556,2690824,3318152,01000000000_2_3_CTR
97612,823463,1735054,2715075,3348056,01000000000_2_3_CTB
54486,459651,968493,1515533,1868858,01000000000_2_3_VRY
37478,820514,1598959,2186810,2926217,01000000000_2_4_SMG
831,17881,34831,47631,63731,01000000000_2_4_PRS
16248,349602,681002,931262,1246042,01000000000_2_4_AC1
831,17881,34831,47631,63731,01000000000_2_4_WTF
22023,482160,939598,1285038,1719537,01000000000_2_4_CV1
17344,379716,739962,1012006,1354187,01000000000_2_4_GYR
39527,865374,1686377,2306368,3086201,01000000000_2_4_CTR
39887,873274,1701773,2327424,3114375,01000000000_2_4_CTB
22267,487506,950015,1299285,1738601,01000000000_2_4_VRY
58031,939503,1641926,2284666,3027673,01000000000_2_5_SMG
1264,20464,35764,49764,65948,01000000000_2_5_PRS
24716,400145,699315,973065,1289521,01000000000_2_5_AC1
1264,20464,35764,49764,65948,01000000000_2_5_WTF
34123,552442,965478,1343419,1780319,01000000000_2_5_CV1
26892,435363,760863,1058707,1403014,01000000000_2_5_GYR
61265,991872,1733449,2412016,3196440,01000000000_2_5_CTR
61782,1000243,1748078,2432372,3223415,01000000000_2_5_CTB
34479,558205,975549,1357433,1798890,01000000000_2_5_VRY
56535,653568,1367712,2070375,2835037,01000000000_3_1_SMG
1231,14232,29781,45081,61731,01000000000_3_1_PRS
24133,278981,583819,883756,1210158,01000000000_3_1_AC1
1231,14232,29781,45081,61731,01000000000_3_1_WTF
33211,383932,803448,1216220,1665412,01000000000_3_1_CV1
26198,302861,633791,959401,1313742,01000000000_3_1_GYR
59593,688922,1441696,2182368,2988393,01000000000_3_1_CTR
60164,695516,1455496,2203257,3016998,01000000000_3_1_CTB
33576,388147,812269,1229573,1683697,01000000000_3_1_VRY
163639,785599,1464934,2105254,2848851,01000000000_3_2_SMG
3581,17131,31931,45881,62081,01000000000_3_2_PRS
69718,334700,624127,896932,1213737,01000000000_3_2_AC1
3582,17133,31935,45886,62088,01000000000_3_2_WTF
96212,461892,861307,1237783,1674980,01000000000_3_2_CV1
75871,364238,679208,976088,1320853,01000000000_3_2_GYR
172833,829735,1547237,2223531,3008905,01000000000_3_2_CTR
174275,836659,1560149,2242087,3034014,01000000000_3_2_CTB
97246,466859,870569,1251093,1692992,01000000000_3_2_VRY
99400,732975,1428531,2066697,2854075,01000000000_3_3_SMG
2181,15981,31131,45031,62181,01000000000_3_3_PRS
42330,312142,608349,880116,1215425,01000000000_3_3_AC1
2166,15967,31119,45021,62173,01000000000_3_3_WTF
58430,430860,839723,1214852,1677691,01000000000_3_3_CV1
46066,339690,662038,957789,1322691,01000000000_3_3_GYR
104904,773560,1507627,2181129,3012103,01000000000_3_3_CTR
105837,780442,1521042,2200535,3038903,01000000000_3_3_CTB
59058,435493,848753,1227916,1695732,01000000000_3_3_VRY
127734,736317,1420685,2020081,2794015,01000000000_3_4_SMG
2781,16032,30931,43981,60831,01000000000_3_4_PRS
54337,313223,604347,859325,1188549,01000000000_3_4_AC1
2781,16030,30928,43977,60825,01000000000_3_4_WTF
75053,432638,834752,1186939,1641679,01000000000_3_4_CV1
59172,341093,658121,935786,1294304,01000000000_3_4_GYR
134704,776496,1498209,2130313,2946478,01000000000_3_4_CTR
135918,783494,1511711,2149512,2973033,01000000000_3_4_CTB
75835,437147,843452,1199310,1658789,01000000000_3_4_VRY
91665,676901,1324104,1886390,2469332,01000000000_3_5_SMG
1997,14747,28847,41098,53797,01000000000_3_5_PRS
39054,288391,564129,803688,1052048,01000000000_3_5_AC1
1997,14747,28847,41098,53797,01000000000_3_5_WTF
53912,398114,778761,1109465,1452317,01000000000_3_5_CV1
42500,313842,613915,874616,1144894,01000000000_3_5_GYR
96782,714694,1398031,1991711,2607199,01000000000_3_5_CTR
97622,720892,1410156,2008985,2629811,01000000000_3_5_CTB
54462,402176,786708,1120786,1467137,01000000000_3_5_VRY
65667,628198,1420333,2256093,3176807,00100000000_1_1_SMG
1430,13680,30930,49130,69180,00100000000_1_1_PRS
27975,267614,605065,961101,1353326,00100000000_1_1_AC1
1430,13680,30930,49130,69180,00100000000_1_1_WTF
38614,369390,835178,1326617,1868011,00100000000_1_1_CV1
30434,291136,658249,1045578,1472280,00100000000_1_1_GYR
69304,662988,1498991,2381036,3352739,00100000000_1_1_CTR
69905,668736,1511989,2401681,3381809,00100000000_1_1_CTB
38995,373038,843425,1339717,1886456,00100000000_1_1_VRY
51914,712888,1362386,2007294,2741709,00100000000_1_2_SMG
1131,15531,29681,43731,59731,00100000000_1_2_PRS
21902,300754,574765,846839,1156675,00100000000_1_2_AC1
1131,15531,29681,43731,59731,00100000000_1_2_WTF
30530,419235,801192,1180450,1612345,00100000000_1_2_CV1
24078,330637,631874,930982,1271603,00100000000_1_2_GYR
54813,752695,1438460,2119379,2894803,00100000000_1_2_CTR
55277,759059,1450622,2137299,2919279,00100000000_1_2_CTB
30815,423142,808657,1191449,1627367,00100000000_1_2_VRY
244705,875980,1527914,2131641,2925899,00100000000_1_3_SMG
5331,19080,33280,46430,63730,00100000000_1_3_PRS
104210,373044,650676,907779,1246021,00100000000_1_3_AC1
5331,19080,33280,46430,63730,00100000000_1_3_WTF
143828,514864,898043,1252889,1719720,00100000000_1_3_CV1
113382,405877,707945,987676,1355688,00100000000_1_3_GYR
258341,924792,1613053,2250423,3088939,00100000000_1_3_CTR
260496,932507,1626511,2269198,3114709,00100000000_1_3_CTB
145343,520288,907505,1266089,1737838,00100000000_1_3_VRY
77945,670452,1354820,1970292,2753411,00100000000_1_4_SMG
1697,14597,29497,42897,59947,00100000000_1_4_PRS
33179,285395,576713,838704,1172058,00100000000_1_4_AC1
1697,14597,29497,42897,59947,00100000000_1_4_WTF
45808,394020,796218,1157926,1618160,00100000000_1_4_CV1
36104,310546,627538,912618,1275351,00100000000_1_4_GYR
82271,707661,1430010,2079640,2906222,00100000000_1_4_CTR
82912,713175,1441154,2095846,2928869,00100000000_1_4_CTB
46275,398040,804343,1169742,1634672,00100000000_1_4_VRY
103976,687234,1362343,2019082,2786042,00100000000_1_5_SMG
2264,14964,29664,43964,60664,00100000000_1_5_PRS
44251,292473,579785,859279,1185682,00100000000_1_5_AC1
2264,14964,29664,43964,60664,00100000000_1_5_WTF
61113,403927,800728,1186731,1637518,00100000000_1_5_CV1
48124,318073,630534,934493,1289465,00100000000_1_5_GYR
109771,725536,1438271,2131611,2941317,00100000000_1_5_CTR
110650,731342,1449782,2148671,2964857,00100000000_1_5_CTB
61744,408094,808989,1198974,1654412,00100000000_1_5_VRY
116248,731453,1365022,1950385,2868601,00100000000_2_1_SMG
2548,15948,29748,42499,62498,00100000000_2_1_PRS
49823,311842,581683,830992,1222065,00100000000_2_1_AC1
2533,15934,29736,42487,62490,00100000000_2_1_WTF
68319,429872,802219,1146234,1685866,00100000000_2_1_CV1
53911,339213,633032,904495,1330320,00100000000_2_1_GYR
122767,772471,1441569,2059758,3029465,00100000000_2_1_CTR
123751,778659,1453117,2076257,3053732,00100000000_2_1_CTB
69061,434543,810935,1158689,1704184,00100000000_2_1_VRY
129264,772366,1426952,2001150,2786653,00100000000_2_2_SMG
2814,16814,31064,43564,60664,00100000000_2_2_PRS
55019,328740,607350,851745,1186076,00100000000_2_2_AC1
2814,16813,31061,43560,60658,00100000000_2_2_WTF
75951,453816,838429,1175808,1637343,00100000000_2_2_CV1
59887,357831,661096,927117,1291034,00100000000_2_2_GYR
136378,814874,1505486,2111285,2940019,00100000000_2_2_CTR
137531,821762,1518211,2129131,2964870,00100000000_2_2_CTB
76735,458498,847078,1187938,1654235,00100000000_2_2_VRY
100876,674813,1310735,1889263,2662931,00100000000_2_3_SMG
